YEAR,GEO,CATEGORY,TRADE,VALUE
2022-01-01,Manitoba,"Farm, fishing and intermediate food products",Import,1291704100.0
2022-01-01,Manitoba,Forestry products and building and packaging materials,Import,1428909600.0
2022-01-01,Manitoba,"Industrial machinery, equipment and parts",Import,4818190100.0
2022-01-01,Manitoba,Metal and non-metallic mineral products,Import,1315375400.0
2022-01-01,Manitoba,Metal ores and non-metallic minerals,Import,434239100.0
2022-01-01,Manitoba,Motor vehicles and parts,Import,2173381700.0
2022-01-01,Manitoba,Special transactions trade,Import,176823100.0
2022-01-01,New Brunswick,Aircraft and other transportation equipment and parts,Import,60369600.0
2022-01-01,New Brunswick,All sections,Import,10250676300.0
2022-01-01,New Brunswick,"Basic and industrial chemical, plastic and rubber products",Import,480151400.0
2022-01-01,New Brunswick,Consumer goods,Import,397298200.0
2022-01-01,New Brunswick,Electronic and electrical equipment and parts,Import,140332500.0
2022-01-01,New Brunswick,Energy products,Import,7232133300.0
2022-01-01,New Brunswick,"Farm, fishing and intermediate food products",Import,499108500.0
2022-01-01,New Brunswick,Forestry products and building and packaging materials,Import,481191300.0
2022-01-01,New Brunswick,"Industrial machinery, equipment and parts",Import,388917000.0
2022-01-01,New Brunswick,Metal and non-metallic mineral products,Import,243963500.0
2022-01-01,New Brunswick,Metal ores and non-metallic minerals,Import,4260400.0
2022-01-01,New Brunswick,Motor vehicles and parts,Import,295671600.0
2022-01-01,New Brunswick,Special transactions trade,Import,27279100.0
2022-01-01,Newfoundland and Labrador,Aircraft and other transportation equipment and parts,Import,42977500.0
2022-01-01,Newfoundland and Labrador,All sections,Import,706887200.0
2022-01-01,Newfoundland and Labrador,"Basic and industrial chemical, plastic and rubber products",Import,31774500.0
2022-01-01,Newfoundland and Labrador,Consumer goods,Import,919900.0
2022-01-01,Newfoundland and Labrador,Electronic and electrical equipment and parts,Import,2925300.0
2022-01-01,Newfoundland and Labrador,Energy products,Import,607588000.0
2022-01-01,Newfoundland and Labrador,"Farm, fishing and intermediate food products",Import,18000.0
2022-01-01,Newfoundland and Labrador,Forestry products and building and packaging materials,Import,52200.0
2022-01-01,Newfoundland and Labrador,"Industrial machinery, equipment and parts",Import,6469200.0
2022-01-01,Newfoundland and Labrador,Metal and non-metallic mineral products,Import,2251200.0
2022-01-01,Newfoundland and Labrador,Metal ores and non-metallic minerals,Import,13500.0
2022-01-01,Newfoundland and Labrador,Motor vehicles and parts,Import,279200.0
2022-01-01,Newfoundland and Labrador,Special transactions trade,Import,11618600.0
2022-01-01,Northwest Territories,Aircraft and other transportation equipment and parts,Import,0.0
2022-01-01,Northwest Territories,All sections,Import,41893400.0
2022-01-01,Northwest Territories,"Basic and industrial chemical, plastic and rubber products",Import,0.0
2022-01-01,Northwest Territories,Consumer goods,Import,0.0
2022-01-01,Northwest Territories,Electronic and electrical equipment and parts,Import,0.0
2022-01-01,Northwest Territories,Energy products,Import,41821400.0
2022-01-01,Northwest Territories,"Farm, fishing and intermediate food products",Import,0.0
2022-01-01,Northwest Territories,Forestry products and building and packaging materials,Import,0.0
2022-01-01,Northwest Territories,"Industrial machinery, equipment and parts",Import,0.0
2022-01-01,Northwest Territories,Metal and non-metallic mineral products,Import,72000.0
2022-01-01,Northwest Territories,Metal ores and non-metallic minerals,Import,0.0
2022-01-01,Northwest Territories,Motor vehicles and parts,Import,0.0
2022-01-01,Northwest Territories,Special transactions trade,Import,0.0
2022-01-01,Nova Scotia,Aircraft and other transportation equipment and parts,Import,72734600.0
2022-01-01,Nova Scotia,All sections,Import,666404900.0
2022-01-01,Nova Scotia,"Basic and industrial chemical, plastic and rubber products",Import,74651900.0
2022-01-01,Nova Scotia,Consumer goods,Import,29998000.0
2022-01-01,Nova Scotia,Electronic and electrical equipment and parts,Import,8057300.0
2022-01-01,Nova Scotia,Energy products,Import,383548100.0
2022-01-01,Nova Scotia,"Farm, fishing and intermediate food products",Import,2909400.0
2022-01-01,Nova Scotia,Forestry products and building and packaging materials,Import,1976400.0
2022-01-01,Nova Scotia,"Industrial machinery, equipment and parts",Import,81406900.0
2022-01-01,Nova Scotia,Metal and non-metallic mineral products,Import,2472900.0
2022-01-01,Nova Scotia,Metal ores and non-metallic minerals,Import,47100.0
2022-01-01,Nova Scotia,Motor vehicles and parts,Import,3739600.0
2022-01-01,Nova Scotia,Special transactions trade,Import,4862500.0
2022-01-01,Nunavut,Aircraft and other transportation equipment and parts,Import,15402800.0
2022-01-01,Nunavut,All sections,Import,15402800.0
2022-01-01,Nunavut,"Basic and industrial chemical, plastic and rubber products",Import,0.0
2022-01-01,Nunavut,Consumer goods,Import,0.0
2022-01-01,Nunavut,Electronic and electrical equipment and parts,Import,0.0
2022-01-01,Nunavut,Energy products,Import,0.0
2022-01-01,Nunavut,"Farm, fishing and intermediate food products",Import,0.0
2022-01-01,Nunavut,Forestry products and building and packaging materials,Import,0.0
2022-01-01,Nunavut,"Industrial machinery, equipment and parts",Import,0.0
2022-01-01,Nunavut,Metal and non-metallic mineral products,Import,0.0
2022-01-01,Nunavut,Metal ores and non-metallic minerals,Import,0.0
2022-01-01,Nunavut,Motor vehicles and parts,Import,0.0
2022-01-01,Nunavut,Special transactions trade,Import,0.0
2022-01-01,Ontario,Aircraft and other transportation equipment and parts,Import,4207193000.0
2022-01-01,Ontario,All sections,Import,233941637300.0
2022-01-01,Ontario,"Basic and industrial chemical, plastic and rubber products",Import,22445574400.0
2022-01-01,Ontario,Consumer goods,Import,39403512800.0
2022-01-01,Ontario,Electronic and electrical equipment and parts,Import,13448664400.0
2022-01-01,Ontario,Energy products,Import,11110900500.0
2022-01-01,Ontario,"Farm, fishing and intermediate food products",Import,7443807400.0
2022-01-01,Ontario,Forestry products and building and packaging materials,Import,14493534100.0
2022-01-01,Ontario,"Industrial machinery, equipment and parts",Import,20698518500.0
2022-01-01,Ontario,Metal and non-metallic mineral products,Import,20911521800.0
2022-01-01,Ontario,Metal ores and non-metallic minerals,Import,3584027300.0
2022-01-01,Ontario,Motor vehicles and parts,Import,64329350700.0
2022-01-01,Ontario,Special transactions trade,Import,11865032500.0
2022-01-01,Prince Edward Island,Aircraft and other transportation equipment and parts,Import,4000.0
2022-01-01,Prince Edward Island,All sections,Import,30843800.0
2022-01-01,Prince Edward Island,"Basic and industrial chemical, plastic and rubber products",Import,21205800.0
2022-01-01,Prince Edward Island,Consumer goods,Import,1348200.0
2022-01-01,Prince Edward Island,Electronic and electrical equipment and parts,Import,1976000.0
2022-01-01,Prince Edward Island,Energy products,Import,0.0
2022-01-01,Prince Edward Island,"Farm, fishing and intermediate food products",Import,42500.0
2022-01-01,Prince Edward Island,Forestry products and building and packaging materials,Import,1584600.0
2022-01-01,Prince Edward Island,"Industrial machinery, equipment and parts",Import,4601900.0
2022-01-01,Prince Edward Island,Metal and non-metallic mineral products,Import,43000.0
2022-01-01,Prince Edward Island,Metal ores and non-metallic minerals,Import,5000.0
2022-01-01,Prince Edward Island,Motor vehicles and parts,Import,13200.0
2022-01-01,Prince Edward Island,Special transactions trade,Import,19700.0
2022-01-01,Quebec,Aircraft and other transportation equipment and parts,Import,3917510800.0
2022-01-01,Quebec,All sections,Import,34022646400.0
2022-01-01,Quebec,"Basic and industrial chemical, plastic and rubber products",Import,3178549000.0
2022-01-01,Quebec,Consumer goods,Import,2937174400.0
2022-01-01,Quebec,Electronic and electrical equipment and parts,Import,2623942200.0
2022-01-01,Quebec,Energy products,Import,10215768700.0
2022-01-01,Quebec,"Farm, fishing and intermediate food products",Import,524086800.0
2022-01-01,Quebec,Forestry products and building and packaging materials,Import,2232893800.0
2022-01-01,Quebec,"Industrial machinery, equipment and parts",Import,2209820500.0
2022-01-01,Quebec,Metal and non-metallic mineral products,Import,1796361900.0
2022-01-01,Quebec,Metal ores and non-metallic minerals,Import,53294300.0
2022-01-01,Quebec,Motor vehicles and parts,Import,2806556100.0
2022-01-01,Quebec,Special transactions trade,Import,1526687800.0
2022-01-01,Saskatchewan,Aircraft and other transportation equipment and parts,Import,306360400.0
2022-01-01,Saskatchewan,All sections,Import,12279597900.0
2022-01-01,Saskatchewan,"Basic and industrial chemical, plastic and rubber products",Import,2268219100.0
2022-01-01,Saskatchewan,Consumer goods,Import,836409900.0
2022-01-01,Saskatchewan,Electronic and electrical equipment and parts,Import,602971700.0
2022-01-01,Saskatchewan,Energy products,Import,203909000.0
2022-01-01,Saskatchewan,"Farm, fishing and intermediate food products",Import,1067807300.0
2022-01-01,Saskatchewan,Forestry products and building and packaging materials,Import,465926200.0
2022-01-01,Saskatchewan,"Industrial machinery, equipment and parts",Import,4287209400.0000005
2022-01-01,Saskatchewan,Metal and non-metallic mineral products,Import,665636800.0
2022-01-01,Saskatchewan,Metal ores and non-metallic minerals,Import,33401400.0
2022-01-01,Saskatchewan,Motor vehicles and parts,Import,1506098800.0
2022-01-01,Saskatchewan,Special transactions trade,Import,35648000.0
2022-01-01,Yukon,Aircraft and other transportation equipment and parts,Import,3113600.0
2022-01-01,Yukon,All sections,Import,49026400.0
2022-01-01,Yukon,"Basic and industrial chemical, plastic and rubber products",Import,529500.0
2022-01-01,Yukon,Consumer goods,Import,652400.0
2022-01-01,Yukon,Electronic and electrical equipment and parts,Import,5389000.0
2022-01-01,Yukon,Energy products,Import,1270500.0
2022-01-01,Yukon,"Farm, fishing and intermediate food products",Import,22072200.0
2022-01-01,Yukon,Forestry products and building and packaging materials,Import,138900.0
2022-01-01,Yukon,"Industrial machinery, equipment and parts",Import,7689400.0
2022-01-01,Yukon,Metal and non-metallic mineral products,Import,327800.0
2022-01-01,Yukon,Metal ores and non-metallic minerals,Import,4400.0
2022-01-01,Yukon,Motor vehicles and parts,Import,7126600.0
2022-01-01,Yukon,Special transactions trade,Import,712100.0
2023-01-01,Alberta,Aircraft and other transportation equipment and parts,Import,1531975400.0
2023-01-01,Alberta,All sections,Import,25834254100.0
2023-01-01,Alberta,"Basic and industrial chemical, plastic and rubber products",Import,11113729900.0
2023-01-01,Alberta,Consumer goods,Import,1864296300.0
2023-01-01,Alberta,Electronic and electrical equipment and parts,Import,1265111700.0
2023-01-01,Alberta,Energy products,Import,2336900300.0
2023-01-01,Alberta,"Farm, fishing and intermediate food products",Import,1711984400.0
2023-01-01,Alberta,Forestry products and building and packaging materials,Import,813901400.0
2023-01-01,Alberta,"Industrial machinery, equipment and parts",Import,2577285900.0
2023-01-01,Alberta,Metal and non-metallic mineral products,Import,863674100.0
2023-01-01,Alberta,Metal ores and non-metallic minerals,Import,79266100.0
2023-01-01,Alberta,Motor vehicles and parts,Import,1420924600.0
2023-01-01,Alberta,Special transactions trade,Import,255204100.0
2023-01-01,British Columbia,Aircraft and other transportation equipment and parts,Import,999936800.0
2023-01-01,British Columbia,All sections,Import,26064461800.0
2023-01-01,British Columbia,"Basic and industrial chemical, plastic and rubber products",Import,1421123000.0
2023-01-01,British Columbia,Consumer goods,Import,4525733300.0
2023-01-01,British Columbia,Electronic and electrical equipment and parts,Import,1540272400.0
2023-01-01,British Columbia,Energy products,Import,4116280700.0
2023-01-01,British Columbia,"Farm, fishing and intermediate food products",Import,2414151900.0
2023-01-01,British Columbia,Forestry products and building and packaging materials,Import,2970518400.0
2023-01-01,British Columbia,"Industrial machinery, equipment and parts",Import,2869619500.0
2023-01-01,British Columbia,Metal and non-metallic mineral products,Import,1469629500.0
2023-01-01,British Columbia,Metal ores and non-metallic minerals,Import,767637000.0
2023-01-01,British Columbia,Motor vehicles and parts,Import,2579354500.0
2023-01-01,British Columbia,Special transactions trade,Import,390204800.0
2023-01-01,Canada,Aircraft and other transportation equipment and parts,Import,13429909100.0
2023-01-01,Canada,All sections,Import,373685990700.0
2023-01-01,Canada,"Basic and industrial chemical, plastic and rubber products",Import,42113408200.0
2023-01-01,Canada,Consumer goods,Import,52950340100.0
2023-01-01,Canada,Electronic and electrical equipment and parts,Import,23462566200.0
2023-01-01,Canada,Energy products,Import,32107637400.0
2023-01-01,Canada,"Farm, fishing and intermediate food products",Import,14671605800.0
2023-01-01,Canada,Forestry products and building and packaging materials,Import,22812940300.0
2023-01-01,Canada,"Industrial machinery, equipment and parts",Import,41465904800.0
2023-01-01,Canada,Metal and non-metallic mineral products,Import,28641134100.0
2023-01-01,Canada,Metal ores and non-metallic minerals,Import,4613593000.0
2023-01-01,Canada,Motor vehicles and parts,Import,83209822000.0
2023-01-01,Canada,Special transactions trade,Import,14207129600.0
2023-01-01,Manitoba,Aircraft and other transportation equipment and parts,Import,1623607700.0
